rsi_period,rsi_oversold,rsi_overbought,bb_period,bb_std_dev,ema_fast_period,ema_slow_period,stop_loss_pct,take_profit_pct,position_size_level1,position_size_level2,position_size_level3
19,31.9,65.5,27,2.3,5,28,0.018,0.034,0.38,0.32,0.3
14,23.6,74.7,16,2.2,11,17,0.018,0.026,0.53,0.34,0.18
11,31.8,66.9,25,1.9,7,17,0.016,0.022,0.56,0.32,0.12
14,26.9,65.2,17,1.8,15,19,0.028,0.043,0.41,0.42,0.19
12,27.1,66.3,29,2.2,6,21,0.016,0.032,0.4,0.43,0.19
21,20.0,79.1,23,1.7,10,15,0.014,0.046,0.48,0.29,0.24
12,28.4,69.8,25,1.9,5,26,0.021,0.041,0.47,0.23,0.27
13,20.1,77.9,27,2.0,9,23,0.023,0.032,0.41,0.34,0.26
20,26.7,77.0,15,2.1,5,22,0.02,0.045,0.48,0.27,0.23
18,23.8,68.2,16,1.7,14,30,0.024,0.04,0.49,0.31,0.23
11,30.3,75.7,22,1.8,9,21,0.025,0.035,0.54,0.3,0.19
12,26.4,72.0,18,2.3,13,23,0.028,0.038,0.54,0.22,0.27
18,34.7,73.0,28,1.5,9,18,0.011,0.034,0.36,0.36,0.29
19,33.5,74.8,28,2.1,12,29,0.028,0.041,0.59,0.21,0.18
15,25.2,69.5,19,2.4,12,26,0.027,0.042,0.5,0.34,0.19
13,24.0,79.6,27,2.1,14,26,0.013,0.037,0.5,0.26,0.19
20,27.5,75.0,19,2.4,9,24,0.016,0.047,0.45,0.33,0.24
20,24.5,79.1,29,2.1,6,22,0.026,0.044,0.4,0.32,0.24
16,21.6,75.6,16,2.1,12,22,0.013,0.039,0.5,0.3,0.16
14,27.6,70.4,25,1.7,13,23,0.016,0.049,0.47,0.38,0.19
15,20.39,79.37,21,2.2,10,26,0.022,0.036,0.56,0.29,0.2
11,21.9,76.7,29,2.0,8,18,0.025,0.034,0.49,0.31,0.19
14,22.7,76.4,22,1.9,11,28,0.02,0.05,0.49,0.32,0.16
12,25.4,73.3,21,1.7,12,29,0.014,0.046,0.41,0.37,0.24
12,26.8,79.6,25,1.7,8,27,0.018,0.034,0.45,0.34,0.26
12,25.41,74.27,17,2.08,10,25,0.016,0.028,0.47,0.32,0.21
17,21.7,67.9,16,2.3,14,26,0.023,0.031,0.48,0.24,0.29
18,23.5,75.5,18,2.0,15,26,0.029,0.039,0.37,0.46,0.21
14,33.8,78.3,23,1.6,6,17,0.026,0.033,0.42,0.25,0.33
17,21.9,66.1,21,1.6,6,20,0.028,0.049,0.45,0.31,0.2
21,24.3,72.5,25,1.6,9,27,0.024,0.037,0.37,0.39,0.25
13,28.2,68.0,26,2.2,8,28,0.014,0.025,0.44,0.35,0.17
11,23.7,66.2,25,1.7,13,16,0.018,0.021,0.39,0.35,0.22
15,28.4,78.9,24,1.8,7,20,0.017,0.041,0.42,0.35,0.22
17,34.5,77.5,30,2.3,13,18,0.013,0.022,0.48,0.33,0.15
19,31.5,74.5,19,1.5,6,17,0.022,0.047,0.55,0.22,0.27
13,23.3,67.2,25,1.5,8,28,0.011,0.04,0.5,0.29,0.2
16,32.1,79.1,19,2.2,13,29,0.023,0.043,0.48,0.24,0.26
15,22.1,75.4,24,2.08,9,24,0.022,0.03,0.58,0.3,0.16
11,23.2,75.8,16,2.4,8,26,0.023,0.041,0.41,0.35,0.19
12,34.6,68.0,21,1.7,11,17,0.028,0.038,0.61,0.28,0.12
12,27.12,72.78,16,2.07,9,22,0.019,0.027,0.44,0.35,0.24
20,27.6,76.2,21,1.6,8,20,0.028,0.043,0.52,0.3,0.15
16,31.6,74.2,28,2.1,8,29,0.025,0.04,0.53,0.3,0.21
20,20.2,69.2,18,1.6,11,28,0.013,0.044,0.53,0.28,0.14
20,34.1,69.9,22,2.2,10,25,0.024,0.046,0.49,0.34,0.16
11,29.6,75.1,29,1.8,10,19,0.02,0.026,0.38,0.39,0.19
19,29.0,71.6,21,1.8,6,25,0.015,0.04,0.47,0.25,0.29
19,24.6,77.2,24,2.1,10,20,0.023,0.047,0.42,0.36,0.26
20,31.6,78.6,27,1.9,13,26,0.029,0.039,0.6,0.24,0.11
13,28.0,71.9,27,1.7,8,19,0.018,0.024,0.49,0.32,0.16
20,34.0,78.2,15,1.6,10,21,0.025,0.035,0.56,0.25,0.14
12,30.6,75.4,22,2.0,7,20,0.022,0.045,0.39,0.3,0.27
21,26.3,76.1,16,1.7,13,24,0.014,0.039,0.57,0.24,0.19
17,20.8,74.7,24,1.6,10,22,0.015,0.029,0.53,0.28,0.22
14,32.8,78.9,25,1.6,11,26,0.026,0.028,0.5,0.21,0.25
11,27.58,70.1,15,2.13,8,21,0.016,0.026,0.45,0.33,0.22
20,24.4,78.8,16,1.8,9,20,0.018,0.042,0.4,0.33,0.23
19,33.4,71.4,18,2.4,11,30,0.013,0.028,0.35,0.4,0.29
15,22.0,71.1,22,2.3,6,20,0.01,0.029,0.43,0.4,0.17
16,27.7,74.1,29,1.9,10,20,0.012,0.046,0.45,0.43,0.15
15,23.3,68.1,23,2.1,12,17,0.025,0.049,0.52,0.31,0.14
16,22.72,77.31,21,1.86,10,26,0.024,0.033,0.59,0.26,0.19
20,25.5,66.6,20,2.0,10,22,0.012,0.035,0.45,0.32,0.24
15,24.8,75.6,29,2.1,14,17,0.025,0.03,0.4,0.27,0.28
15,27.3,80.0,16,2.4,15,21,0.022,0.047,0.42,0.25,0.33
13,26.0,68.4,17,2.3,8,16,0.01,0.039,0.47,0.32,0.21
15,21.9,77.3,19,2.5,6,27,0.027,0.047,0.6,0.29,0.13
17,22.9,72.5,22,2.1,12,24,0.018,0.038,0.39,0.43,0.23
19,28.7,68.3,23,1.6,14,18,0.021,0.049,0.53,0.26,0.25
10,26.91,70.75,18,2.04,9,23,0.017,0.03,0.41,0.34,0.23
11,34.5,65.9,24,1.9,6,29,0.016,0.033,0.44,0.38,0.15
15,24.8,77.5,25,2.0,8,20,0.019,0.035,0.48,0.41,0.14
15,24.1,76.6,27,1.9,9,29,0.021,0.05,0.44,0.44,0.17
19,31.9,70.0,27,1.6,9,25,0.012,0.044,0.61,0.28,0.15
16,20.9,79.7,23,2.5,6,22,0.011,0.045,0.53,0.27,0.25
14,26.4,75.0,21,2.0,12,16,0.011,0.044,0.43,0.3,0.25
16,24.7,65.3,17,2.0,12,23,0.022,0.049,0.47,0.33,0.22
19,24.1,74.1,24,1.8,10,18,0.019,0.043,0.55,0.23,0.22
13,28.9,65.1,24,1.8,7,15,0.024,0.034,0.43,0.4,0.2
19,34.9,74.9,19,1.9,9,24,0.015,0.04,0.42,0.35,0.22
12,20.5,77.4,20,1.5,11,25,0.01,0.021,0.47,0.3,0.22
20,22.0,79.3,20,1.6,6,20,0.021,0.043,0.45,0.29,0.21
11,29.21,73.55,20,2.1,9,24,0.02,0.025,0.48,0.3,0.22
11,32.7,68.9,25,1.7,6,19,0.019,0.042,0.4,0.42,0.18
10,21.8,70.1,29,2.0,8,26,0.021,0.045,0.49,0.42,0.13
15,31.9,77.7,24,1.7,15,23,0.015,0.043,0.34,0.36,0.28
21,25.0,78.3,17,1.8,11,16,0.021,0.034,0.42,0.43,0.17
14,26.1,65.9,26,1.5,11,25,0.016,0.041,0.49,0.29,0.18
12,34.0,73.4,21,1.6,5,27,0.025,0.047,0.35,0.39,0.27
15,25.5,71.1,20,1.6,10,17,0.029,0.034,0.4,0.31,0.25
12,23.4,73.7,28,1.8,9,26,0.018,0.026,0.52,0.32,0.15
11,27.2,76.7,23,2.1,13,19,0.014,0.048,0.53,0.3,0.14
13,22.2,71.1,15,1.9,12,20,0.016,0.044,0.4,0.31,0.35
14,26.4,65.0,22,2.0,9,22,0.02,0.036,0.45,0.29,0.27
20,21.5,75.5,19,2.1,12,17,0.018,0.044,0.38,0.35,0.27
11,27.7,77.5,15,2.2,6,20,0.019,0.047,0.5,0.28,0.18
17,21.4,66.6,25,1.6,10,27,0.024,0.037,0.36,0.38,0.28
10,20.7,69.0,23,2.2,14,21,0.012,0.048,0.39,0.4,0.17
21,24.7,77.8,16,2.4,13,25,0.023,0.046,0.48,0.26,0.28
19,20.7,66.0,28,1.9,11,19,0.028,0.038,0.61,0.27,0.11
18,30.7,78.3,27,1.9,13,24,0.028,0.043,0.52,0.29,0.23
12,21.8,78.3,19,1.5,7,16,0.016,0.021,0.54,0.32,0.12
18,25.6,66.3,17,2.3,6,19,0.024,0.046,0.59,0.23,0.16
14,20.7,77.2,19,2.5,11,21,0.012,0.047,0.5,0.32,0.17
21,30.2,71.4,30,1.5,8,25,0.014,0.024,0.37,0.42,0.2
20,21.9,68.3,19,2.2,10,25,0.025,0.035,0.56,0.32,0.12
15,32.0,76.9,16,2.1,14,28,0.013,0.037,0.4,0.35,0.27
12,33.8,70.2,25,2.3,12,28,0.027,0.033,0.41,0.33,0.23
11,30.5,70.8,30,2.3,14,21,0.027,0.031,0.52,0.35,0.11
14,25.9,74.0,18,1.5,6,29,0.022,0.03,0.41,0.27,0.34
19,25.6,72.3,27,2.0,14,22,0.027,0.039,0.44,0.31,0.22
17,24.4,77.5,18,2.3,11,16,0.029,0.039,0.51,0.23,0.28
16,22.9,79.8,22,1.8,12,28,0.02,0.027,0.48,0.33,0.2
18,27.3,74.9,20,2.4,6,28,0.027,0.047,0.55,0.2,0.27
21,24.2,79.6,19,2.3,9,28,0.023,0.045,0.49,0.36,0.13
18,33.0,72.7,18,2.4,9,18,0.028,0.042,0.53,0.34,0.17
11,30.9,68.8,27,2.2,6,20,0.014,0.039,0.41,0.34,0.23
18,24.1,67.2,29,2.2,13,16,0.027,0.037,0.39,0.32,0.24
12,34.6,68.4,29,2.1,7,15,0.01,0.023,0.5,0.32,0.22
16,26.6,71.2,30,2.3,11,26,0.015,0.021,0.44,0.35,0.23
20,34.4,72.7,20,1.5,8,21,0.028,0.04,0.38,0.42,0.16
19,22.8,66.5,26,2.5,13,18,0.01,0.035,0.54,0.32,0.13
12,26.2,79.4,24,2.3,11,27,0.012,0.041,0.32,0.4,0.29
12,23.9,67.0,29,1.6,8,22,0.017,0.04,0.38,0.44,0.16
16,29.4,77.1,17,1.6,7,21,0.023,0.032,0.39,0.32,0.28
20,22.9,71.0,23,2.2,11,18,0.02,0.022,0.44,0.29,0.23
15,34.2,77.0,23,1.8,14,15,0.014,0.022,0.49,0.26,0.26
17,28.3,67.1,19,1.8,13,24,0.015,0.049,0.43,0.26,0.36
11,21.3,73.8,20,2.3,6,18,0.018,0.045,0.5,0.28,0.25
15,30.1,73.0,21,2.5,14,18,0.018,0.038,0.5,0.26,0.27
19,26.0,73.4,16,2.5,12,24,0.022,0.045,0.62,0.23,0.11
15,32.4,68.1,18,1.8,7,27,0.014,0.039,0.48,0.3,0.25
21,21.0,76.6,17,2.2,9,29,0.011,0.047,0.56,0.24,0.18
14,29.9,68.8,17,1.7,7,22,0.013,0.047,0.57,0.21,0.17
20,20.1,65.7,24,2.5,10,23,0.02,0.035,0.48,0.33,0.22
11,34.1,78.8,27,2.2,12,27,0.012,0.05,0.48,0.33,0.17
17,20.48,77.97,23,1.87,12,23,0.022,0.038,0.55,0.26,0.15
13,34.2,72.1,20,1.6,5,18,0.015,0.033,0.47,0.3,0.25
18,29.9,69.0,27,2.3,15,16,0.023,0.027,0.51,0.29,0.22
14,28.1,79.2,20,2.4,11,29,0.025,0.05,0.37,0.28,0.32
20,22.1,77.3,17,1.6,13,28,0.029,0.039,0.48,0.36,0.16
12,28.9,67.8,20,2.3,7,19,0.011,0.031,0.44,0.31,0.26
20,33.9,74.6,27,1.5,11,22,0.012,0.023,0.46,0.34,0.2
10,20.7,65.6,22,1.6,15,27,0.019,0.029,0.55,0.29,0.13
12,27.8,75.2,24,1.9,13,24,0.018,0.027,0.48,0.24,0.31
12,25.0,74.2,22,2.2,9,20,0.024,0.029,0.49,0.41,0.11
14,33.1,70.3,28,1.5,13,19,0.011,0.025,0.49,0.33,0.16
11,30.4,76.2,25,2.2,15,21,0.019,0.047,0.43,0.27,0.28
17,26.4,78.8,16,1.8,14,26,0.025,0.036,0.56,0.21,0.27
13,25.2,69.6,18,2.1,13,28,0.026,0.045,0.47,0.32,0.2
14,23.0,72.1,29,2.2,7,21,0.01,0.027,0.6,0.24,0.2
12,31.6,71.7,28,2.0,8,19,0.013,0.023,0.44,0.32,0.24
19,33.0,79.3,19,2.2,5,24,0.029,0.043,0.51,0.29,0.21
21,34.1,79.4,16,2.0,7,16,0.017,0.024,0.45,0.27,0.25
20,26.8,65.5,19,2.3,9,21,0.012,0.048,0.48,0.26,0.27
16,26.9,65.7,26,2.2,8,24,0.014,0.031,0.38,0.36,0.26
15,28.9,79.7,21,2.2,13,26,0.025,0.034,0.36,0.32,0.32
10,26.9,70.9,27,2.3,15,19,0.022,0.044,0.55,0.27,0.13
16,33.2,65.9,26,2.2,12,15,0.028,0.038,0.54,0.31,0.18
11,20.6,77.6,30,1.6,9,18,0.027,0.038,0.38,0.39,0.22
14,24.78,76.77,22,2.14,11,26,0.023,0.038,0.55,0.27,0.2
21,31.9,76.6,24,2.3,8,16,0.015,0.02,0.45,0.37,0.18
10,21.2,75.2,21,1.9,9,22,0.027,0.046,0.52,0.31,0.18
20,34.9,68.6,21,1.7,10,21,0.023,0.048,0.4,0.31,0.27
19,30.7,72.4,28,2.5,7,27,0.015,0.047,0.54,0.24,0.27
19,27.9,71.3,28,2.3,7,19,0.015,0.022,0.54,0.23,0.22
12,31.1,72.2,27,1.9,13,20,0.025,0.036,0.48,0.23,0.28
14,20.5,70.6,24,2.3,12,22,0.022,0.027,0.39,0.31,0.28
15,21.3,69.3,22,2.3,6,22,0.03,0.03,0.46,0.39,0.19
20,30.6,72.3,24,1.9,10,21,0.013,0.039,0.44,0.42,0.15
10,27.9,74.6,20,2.0,9,22,0.012,0.044,0.44,0.3,0.21
12,23.9,75.7,15,2.5,13,26,0.019,0.036,0.4,0.4,0.19
19,20.4,70.6,28,2.4,14,18,0.017,0.036,0.56,0.3,0.16
18,32.2,77.2,19,2.5,13,29,0.01,0.026,0.47,0.41,0.16
12,22.5,70.1,30,1.8,10,28,0.018,0.03,0.44,0.32,0.21
11,26.5,73.5,23,1.8,11,24,0.027,0.045,0.33,0.38,0.26
20,25.4,68.9,26,2.4,7,29,0.02,0.021,0.57,0.32,0.14
12,32.3,79.8,18,2.4,7,21,0.015,0.02,0.56,0.25,0.16
19,34.4,69.3,22,2.0,7,27,0.024,0.046,0.44,0.44,0.17
20,24.6,74.0,19,1.7,9,19,0.027,0.047,0.37,0.35,0.26
15,28.8,70.2,23,2.2,10,22,0.022,0.037,0.43,0.28,0.24
18,31.8,70.1,25,1.9,11,28,0.025,0.045,0.41,0.31,0.24
11,28.2,72.7,20,2.4,10,23,0.024,0.05,0.49,0.27,0.2
11,23.1,76.5,21,2.1,11,17,0.015,0.049,0.49,0.25,0.29
20,28.5,72.1,28,1.7,14,30,0.029,0.039,0.39,0.39,0.23
17,29.5,74.9,23,2.3,11,29,0.018,0.031,0.42,0.43,0.14
14,27.6,73.4,23,1.6,8,18,0.029,0.05,0.53,0.28,0.16
16,33.1,79.8,27,2.2,10,22,0.021,0.028,0.53,0.38,0.12
18,20.2,67.1,21,1.9,6,25,0.028,0.049,0.51,0.23,0.25
20,24.4,73.2,16,2.0,6,23,0.024,0.038,0.45,0.26,0.26
14,33.9,68.4,19,2.1,9,24,0.02,0.033,0.65,0.27,0.13
14,32.1,66.3,23,2.3,6,24,0.019,0.044,0.49,0.29,0.2
14,30.7,70.1,24,1.6,14,26,0.018,0.032,0.48,0.27,0.27
14,26.7,78.1,29,2.0,13,24,0.027,0.05,0.45,0.43,0.11
15,24.0,69.9,28,1.6,10,16,0.021,0.034,0.54,0.35,0.15
11,30.9,70.0,17,2.0,8,25,0.023,0.038,0.48,0.31,0.2
17,27.2,66.3,15,2.4,12,25,0.025,0.038,0.51,0.26,0.27
16,21.0,79.6,26,2.2,12,25,0.024,0.036,0.34,0.36,0.27
19,34.3,78.6,19,1.8,12,15,0.015,0.039,0.55,0.25,0.19
17,20.76,79.94,25,1.89,12,25,0.022,0.035,0.52,0.28,0.18
20,23.5,77.9,17,1.7,14,24,0.023,0.047,0.54,0.28,0.2
13,30.7,70.4,28,2.1,8,17,0.017,0.04,0.42,0.39,0.2
14,34.9,68.0,23,2.4,7,24,0.011,0.039,0.38,0.32,0.26
17,23.14,79.66,20,1.92,10,28,0.023,0.032,0.58,0.28,0.16
19,33.2,74.1,18,1.9,12,19,0.016,0.024,0.4,0.34,0.24
10,22.7,75.2,24,1.7,6,16,0.019,0.022,0.34,0.38,0.28
16,27.0,68.5,21,1.7,7,17,0.025,0.034,0.44,0.31,0.2
21,28.8,65.1,23,2.4,9,21,0.011,0.033,0.39,0.37,0.23
16,20.1,70.3,27,2.2,7,22,0.02,0.028,0.38,0.36,0.26
13,30.1,78.4,29,1.7,8,30,0.025,0.049,0.32,0.38,0.26
11,26.7,75.7,26,2.4,11,29,0.019,0.034,0.47,0.35,0.14
17,22.1,69.4,24,1.7,6,26,0.012,0.025,0.64,0.27,0.13
13,27.8,74.7,23,2.3,7,18,0.021,0.045,0.51,0.28,0.18
12,20.0,69.7,21,1.5,8,24,0.02,0.021,0.55,0.25,0.23
10,22.8,78.2,30,2.3,9,24,0.017,0.04,0.52,0.26,0.25
14,21.2,77.6,20,1.8,10,18,0.012,0.025,0.51,0.33,0.16
17,21.1,74.3,23,2.3,15,20,0.02,0.043,0.55,0.29,0.14
17,29.7,65.8,22,1.6,10,25,0.02,0.041,0.54,0.27,0.24
19,29.3,73.8,21,2.0,15,28,0.021,0.027,0.44,0.33,0.18
20,21.6,76.7,22,1.7,10,19,0.023,0.04,0.4,0.29,0.3
17,24.1,70.5,28,1.9,15,17,0.013,0.03,0.49,0.34,0.21
12,29.0,75.0,29,1.9,6,21,0.017,0.043,0.62,0.25,0.16
19,24.8,78.1,27,1.8,13,26,0.027,0.029,0.48,0.3,0.22
21,32.6,68.4,19,1.8,11,22,0.02,0.042,0.45,0.36,0.21
20,34.7,70.3,23,2.2,5,20,0.011,0.036,0.54,0.24,0.25
20,27.5,67.7,27,1.7,13,17,0.014,0.029,0.41,0.3,0.27
21,26.8,77.2,27,2.1,12,22,0.029,0.05,0.37,0.3,0.28
15,20.1,70.7,18,2.3,5,24,0.026,0.038,0.53,0.29,0.22
18,26.3,79.2,20,1.8,9,17,0.015,0.039,0.43,0.31,0.24
15,21.5,73.2,23,2.0,9,24,0.014,0.041,0.4,0.35,0.27
18,33.8,67.3,27,2.1,10,20,0.016,0.033,0.46,0.29,0.28
17,23.3,74.1,22,1.8,7,20,0.029,0.039,0.44,0.33,0.19
15,26.5,72.3,22,2.0,12,29,0.027,0.035,0.5,0.31,0.17
21,32.6,78.0,16,2.0,15,24,0.02,0.039,0.44,0.25,0.29
18,31.7,76.4,19,2.1,6,16,0.018,0.042,0.51,0.23,0.22
18,29.8,70.5,25,1.6,12,20,0.027,0.036,0.46,0.42,0.13
17,22.8,79.8,26,1.8,13,19,0.016,0.044,0.58,0.28,0.16
10,31.4,78.5,26,2.0,13,19,0.017,0.037,0.4,0.43,0.17
17,31.3,71.5,17,2.0,9,20,0.028,0.049,0.56,0.25,0.17
15,25.3,70.9,29,1.8,8,21,0.017,0.025,0.34,0.41,0.26
14,30.1,66.0,24,2.0,15,21,0.027,0.037,0.47,0.23,0.28
16,32.4,70.5,19,1.9,6,17,0.025,0.047,0.58,0.25,0.19
12,22.5,74.0,18,2.3,5,22,0.015,0.026,0.37,0.44,0.23
13,33.6,70.6,27,2.1,15,20,0.013,0.047,0.38,0.43,0.19
10,21.4,66.4,15,2.1,13,25,0.013,0.045,0.37,0.38,0.29
16,32.8,69.2,29,1.8,14,22,0.026,0.04,0.37,0.3,0.29
16,21.2,65.0,26,2.2,11,24,0.01,0.049,0.58,0.28,0.14
12,26.3,71.4,28,2.4,13,27,0.011,0.035,0.44,0.34,0.23
17,26.6,68.9,26,2.0,9,25,0.012,0.04,0.49,0.36,0.14
13,25.9,66.0,22,1.5,6,16,0.015,0.029,0.54,0.34,0.11
17,30.8,71.3,16,2.1,13,27,0.027,0.045,0.41,0.33,0.25
15,20.5,77.7,25,1.7,14,17,0.022,0.046,0.43,0.33,0.2
20,22.0,75.7,24,1.9,13,15,0.016,0.043,0.39,0.36,0.21
12,30.7,67.7,28,1.8,8,17,0.017,0.042,0.59,0.21,0.18
16,21.9,72.6,21,1.6,6,21,0.017,0.028,0.45,0.32,0.19
13,34.9,69.2,27,2.2,15,25,0.029,0.045,0.47,0.24,0.27
16,33.3,68.3,19,1.6,14,24,0.016,0.042,0.62,0.22,0.12
